# 
#  
# Data: Ga-Se-130mV-1000prof0001.N8[c] 22 Mar 2018 10:19 Cal: Lukas mid850-22-3-18 22 Mar 2018 10:12 
# Shimadzu Biotech Axima Resonance 2.9.3.20110624: Mode positive, Mid 850+, Power: 130
COM=Ga-Se-130mV-1000prof0001_N8 
# 
# Ga-Se-130mV-1000prof0001 Processed data [Charged] 
99.989	0.000
100.000	0.000
100.012	0.000
100.023	0.000
100.034	0.000
100.046	0.000
100.057	0.000
100.069	0.000
100.080	0.000
100.092	0.000
100.103	0.000
100.115	0.000
100.126	0.000
100.138	0.000
100.149	0.000
100.161	0.000
100.172	0.000
100.184	0.000
100.195	0.000
100.207	0.000
100.218	0.000
100.230	0.000
100.241	0.000
100.253	0.000
100.264	0.000
100.276	0.000
100.287	0.000
100.299	0.000
100.310	0.000
100.322	0.000
100.333	0.000
100.345	0.000
100.356	0.000
100.368	0.000
100.379	0.000
100.391	0.000
100.402	0.000
100.413	0.000
100.425	0.000
100.436	0.000
100.448	0.000
100.459	0.000
100.471	0.000
100.482	0.000
100.494	0.000
100.505	0.000
100.517	0.000
100.529	0.000
100.540	0.000
100.552	0.000
100.563	0.000
100.575	0.000
100.586	0.000
100.598	0.000
100.609	0.000
100.621	0.000
100.632	0.000
100.644	0.000
100.655	0.000
100.667	0.000
100.678	0.000
100.690	0.000
100.701	0.000
100.713	0.000
100.724	0.000
100.736	0.000
100.747	0.000
100.759	0.000
100.770	0.000
100.782	0.000
100.793	0.000
100.805	0.000
100.816	0.000
100.828	0.000
100.839	0.000
100.851	0.000
100.862	0.000
100.874	0.000
100.885	0.000
100.897	0.000
100.908	0.000
100.920	0.000
100.932	0.000
100.943	0.000
100.955	0.000
100.966	0.000
100.978	0.000
100.989	0.000
101.001	0.000
101.012	0.000
101.024	0.000
101.035	0.000
101.047	0.000
101.058	0.000
101.070	0.000
101.081	0.000
101.093	0.000
101.105	0.000
101.116	0.000
101.128	0.000
101.139	0.000
101.151	0.000
101.162	0.000
101.174	0.000
101.185	0.000
101.197	0.000
101.208	0.000
101.220	0.000
101.231	0.000
101.243	0.000
101.255	0.000
101.266	0.000
101.278	0.000
101.289	0.000
101.301	0.000
101.312	0.000
101.324	0.000
101.335	0.000
101.347	0.000
101.358	0.000
101.370	0.000
101.382	0.000
101.393	0.000
101.405	0.000
101.416	0.000
101.428	0.000
101.439	0.000
101.451	0.000
101.462	0.000
101.474	0.000
101.486	0.000
101.497	0.000
101.509	0.000
101.520	0.000
101.532	0.000
101.543	0.000
101.555	0.000
101.566	0.000
101.578	0.000
101.590	0.000
101.601	0.000
101.613	0.000
101.624	0.000
101.636	0.000
101.647	0.000
101.659	0.000
101.671	0.000
101.682	0.000
101.694	0.000
101.705	0.000
101.717	0.000
101.728	0.000
101.740	0.000
101.752	0.000
101.763	0.000
101.775	0.000
101.786	0.000
101.798	0.000
101.809	0.000
101.821	0.000
101.833	0.000
